<=19,State-gov,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Separated,Exec-managerial,Unmarried,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,>100019,Some-college,<=10,Never-married,Other-service,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,>100019,Some-college,<=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,<=5260,<=546,>5,Vietnam,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Other-service,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
<=19,State-gov,>100019,Some-college,<=10,Never-married,Other-service,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Sales,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,>100019,Some-college,<=10,Never-married,Tech-support,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,State-gov,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Federal-gov,>100019,Some-college,<=10,Never-married,Other-service,Not-in-family,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Sales,Own-child,White,Male,<=5260,<=546,>5,Greece,<=50K
<=19,Private,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,>100019,Some-college,<=10,Never-married,Other-service,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
<=19,State-gov,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Widowed,Priv-house-serv,Unmarried,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,>100019,Some-college,<=10,Never-married,Prof-specialty,Not-in-family,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Farming-fishing,Own-child,Black,Male,<=5260,<=546,>5,United-States,<=50K
>19,Local-gov,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Not-in-family,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,Some-college,<=10,Never-married,Sales,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Farming-fishing,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,Germany,<=50K
<=19,Private,>100019,Some-college,<=10,Never-married,Handlers-cleaners,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Farming-fishing,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,>100019,Some-college,<=10,Never-married,Tech-support,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Separated,Sales,Unmarried,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Local-gov,>100019,Some-college,<=10,Never-married,Other-service,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Divorced,Prof-specialty,Unmarried,White,Female,<=5260,<=546,>5,Poland,<=50K
>19,State-gov,>100019,Some-college,<=10,Never-married,Other-service,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,Some-college,<=10,Never-married,Other-service,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Other-service,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Handlers-cleaners,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Transport-moving,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Local-gov,>100019,Some-college,<=10,Never-married,Other-service,Own-child,Black,Female,<=5260,<=546,>5,Jamaica,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Exec-managerial,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Federal-gov,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,<=5260,<=546,>5,South,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,Some-college,<=10,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=5260,<=546,>5,United-States,>50K
>19,Private,>100019,Some-college,<=10,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Handlers-cleaners,Own-child,Black,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Widowed,Exec-managerial,Not-in-family,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,<=100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Male,<=5260,<=546,>5,Thailand,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,State-gov,<=100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,<=100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Other-service,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,Some-college,<=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Local-gov,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,State-gov,>100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Prof-specialty,Other-relative,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Never-married,Other-service,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,Some-college,<=10,Divorced,Other-service,Unmarried,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,Some-college,<=10,Never-married,Handlers-cleaners,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Some-college,<=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,United-States,>50K
<=19,Private,<=100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,Some-college,<=10,Never-married,Adm-clerical,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,Some-college,<=10,Never-married,Priv-house-serv,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,<=100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,<=100019,Some-college,<=10,Never-married,Tech-support,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,Some-college,<=10,Divorced,Adm-clerical,Unmarried,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,<=100019,Some-college,<=10,Never-married,Prof-specialty,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,Some-college,<=10,Never-married,Prof-specialty,Unmarried,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,<=100019,Some-college,<=10,Never-married,Exec-managerial,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-inc,>100019,Assoc-voc,>10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Local-gov,>100019,Assoc-voc,>10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,<=100019,Assoc-voc,>10,Married-civ-spouse,Tech-support,Other-relative,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,<=100019,Assoc-voc,>10,Divorced,Other-service,Unmarried,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,>100019,Assoc-acdm,>10,Never-married,Tech-support,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Assoc-acdm,>10,Never-married,Adm-clerical,Not-in-family,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Local-gov,<=100019,Assoc-acdm,>10,Divorced,Adm-clerical,Unmarried,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Bachelors,>10,Never-married,Prof-specialty,Not-in-family,White,Male,<=5260,<=546,>5,Hungary,<=50K
>19,Private,>100019,Bachelors,>10,Never-married,Prof-specialty,Unmarried,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Bachelors,>10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Bachelors,>10,Never-married,Prof-specialty,Not-in-family,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Bachelors,>10,Never-married,Exec-managerial,Not-in-family,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Bachelors,>10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Bachelors,>10,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=5260,<=546,>5,United-States,>50K
>19,Private,>100019,Bachelors,>10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Bachelors,>10,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,<=5260,<=546,>5,Taiwan,<=50K
>19,Private,>100019,Bachelors,>10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,United-States,>50K
>19,Private,>100019,Bachelors,>10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Local-gov,>100019,Bachelors,>10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Local-gov,>100019,Bachelors,>10,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,<=5260,<=546,>5,Japan,<=50K
>19,State-gov,>100019,Bachelors,>10,Never-married,Adm-clerical,Other-relative,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,<=100019,Bachelors,>10,Married-civ-spouse,Sales,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Federal-gov,>100019,Bachelors,>10,Never-married,Prof-specialty,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,>100019,Bachelors,>10,Never-married,Adm-clerical,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Bachelors,>10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,<=5260,<=546,>5,Vietnam,<=50K
>19,Private,>100019,Bachelors,>10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,>100019,Bachelors,>10,Married-civ-spouse,Other-service,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Bachelors,>10,Never-married,Adm-clerical,Not-in-family,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Bachelors,>10,Never-married,Sales,Own-child,Black,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,Bachelors,>10,Never-married,Craft-repair,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,<=100019,Bachelors,>10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,>100019,Masters,>10,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,<=5260,<=546,>5,China,<=50K
>19,Local-gov,>100019,Masters,>10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,<=5260,<=546,>5,United-States,>50K
>19,Private,>100019,Masters,>10,Widowed,Prof-specialty,Not-in-family,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,>100019,Masters,>10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Local-gov,>100019,Masters,>10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,Poland,>50K
>19,Private,>100019,Masters,>10,Married-civ-spouse,Transport-moving,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,<=100019,Masters,>10,Divorced,Prof-specialty,Unmarried,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,>100019,Masters,>10,Never-married,Prof-specialty,Not-in-family,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,State-gov,<=100019,Masters,>10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,<=5260,<=546,>5,China,<=50K
>19,Private,<=100019,Masters,>10,Divorced,Sales,Not-in-family,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Prof-school,>10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,Prof-school,>10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,<=5260,<=546,>5,India,<=50K
>19,Self-emp-not-inc,<=100019,Prof-school,>10,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,>100019,Doctorate,>10,Separated,Prof-specialty,Unmarried,White,Female,<=5260,<=546,>5,Canada,<=50K
>19,Private,>100019,Doctorate,>10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,United-States,>50K
>19,Private,>100019,1st-4th,<=10,Never-married,Other-service,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,5th-6th,<=10,Widowed,Machine-op-inspct,Not-in-family,White,Female,<=5260,<=546,>5,Italy,<=50K
>19,Private,>100019,5th-6th,<=10,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,<=5260,<=546,>5,Haiti,<=50K
>19,State-gov,>100019,5th-6th,<=10,Never-married,Machine-op-inspct,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,5th-6th,<=10,Widowed,Other-service,Unmarried,Black,Male,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,>100019,7th-8th,<=10,Widowed,Farming-fishing,Unmarried,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,>100019,7th-8th,<=10,Never-married,Handlers-cleaners,Unmarried,Black,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,7th-8th,<=10,Widowed,Machine-op-inspct,Not-in-family,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,7th-8th,<=10,Married-civ-spouse,Transport-moving,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,7th-8th,<=10,Widowed,Prof-specialty,Not-in-family,Black,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,7th-8th,<=10,Widowed,Other-service,Not-in-family,Black,Female,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,>100019,7th-8th,<=10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,7th-8th,<=10,Divorced,Prof-specialty,Not-in-family,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,>100019,7th-8th,<=10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,7th-8th,<=10,Widowed,Other-service,Not-in-family,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,>100019,7th-8th,<=10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Local-gov,<=100019,7th-8th,<=10,Married-civ-spouse,Protective-serv,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,7th-8th,<=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,7th-8th,<=10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,7th-8th,<=10,Widowed,Transport-moving,Not-in-family,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,<=100019,7th-8th,<=10,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,9th,<=10,Widowed,Craft-repair,Not-in-family,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,9th,<=10,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,10th,<=10,Never-married,Other-service,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,>100019,10th,<=10,Divorced,Other-service,Not-in-family,Black,Female,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,10th,<=10,Widowed,Other-service,Not-in-family,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,10th,<=10,Never-married,Other-service,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,10th,<=10,Never-married,Other-service,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
>19,Local-gov,>100019,10th,<=10,Married-civ-spouse,Transport-moving,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,10th,<=10,Never-married,Tech-support,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,10th,<=10,Never-married,Handlers-cleaners,Other-relative,White,Male,<=5260,<=546,>5,El-Salvador,<=50K
<=19,Private,>100019,10th,<=10,Never-married,Handlers-cleaners,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,10th,<=10,Never-married,Other-service,Own-child,Black,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,<=100019,10th,<=10,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,<=100019,10th,<=10,Never-married,Other-service,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,10th,<=10,Never-married,Sales,Other-relative,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,10th,<=10,Never-married,Other-service,Own-child,White,Male,<=5260,<=546,>5,Canada,<=50K
<=19,Private,<=100019,10th,<=10,Never-married,Sales,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,10th,<=10,Never-married,Sales,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-not-inc,>100019,10th,<=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=5260,<=546,>5,United-States,>50K
<=19,Self-emp-not-inc,<=100019,10th,<=10,Never-married,Adm-clerical,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,11th,<=10,Never-married,Other-service,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,11th,<=10,Never-married,Sales,Own-child,Black,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Local-gov,>100019,11th,<=10,Never-married,Protective-serv,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
<=19,Never-worked,>100019,11th,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,11th,<=10,Never-married,Sales,Own-child,Black,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,11th,<=10,Never-married,Prof-specialty,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,11th,<=10,Never-married,Adm-clerical,Other-relative,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,11th,<=10,Never-married,Sales,Own-child,White,Female,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,11th,<=10,Never-married,Handlers-cleaners,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
<=19,Private,>100019,11th,<=10,Never-married,Handlers-cleaners,Own-child,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Self-emp-inc,>100019,11th,<=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=5260,<=546,>5,United-States,<=50K
>19,Private,>100019,11th,<=10,Divorced,Priv-house-serv,Unmarried,Black,Female,<=5260,<=546,>5,United-States,<=50K
